id,publication_year,B,C,D,E,F,G,H,num_applications,num_patent_citations,num_nonpatent_citations,num_claims,num_similar_doc,num_authors,payment_times
US6761870B1,2004,1,0,0,0,0,0,0,18,23,64,115,0,7,3
US6775404B1,2004,0,0,0,0,0,1,0,7,10,36,19,4,4,2
US6759431B2,2004,0,0,0,0,0,0,0,21,169,190,31,2,2,2
US6776165B2,2004,0,0,0,0,0,0,0,6,20,0,15,4,1,3
US6765569B2,2004,0,0,0,0,0,1,0,2,3,9,52,4,2,3
US6767928B1,2004,0,0,0,0,0,0,0,9,52,55,70,0,4,0
US6790455B2,2004,0,0,0,0,0,1,0,7,30,2,50,2,6,2
US6785410B2,2004,0,0,0,0,0,1,0,13,40,26,62,3,4,3
US6764441B2,2004,0,0,0,0,0,0,0,5,8,36,60,7,4,3
US6791432B2,2004,0,0,0,0,0,0,1,4,1,7,42,0,4,3
US6782287B2,2004,0,0,0,0,0,0,1,4,13,0,12,0,2,3
US6778316B2,2004,0,0,0,0,0,1,0,5,13,7,11,0,5,3
US6796305B1,2004,0,0,0,0,0,0,0,21,40,0,12,1,4,3
US6759863B2,2004,0,0,0,0,0,1,0,7,67,11,19,6,1,2
US6790430B1,2004,0,1,0,0,0,0,0,23,23,10,38,10,3,1
US6763261B2,2004,0,0,0,0,0,0,0,21,69,62,8,6,5,3
US6760488B1,2004,0,0,0,0,0,1,0,1,4,15,52,4,2,3
US6794234B2,2004,0,0,0,0,0,0,1,3,7,2,15,6,4,1
US6768775B1,2004,0,0,0,0,0,1,0,11,9,4,36,3,3,3
US6784405B2,2004,0,0,0,0,0,0,0,4,16,12,28,7,6,3
US6781690B2,2004,0,0,0,0,0,1,0,15,18,47,21,0,3,0
US6768782B1,2004,0,0,0,0,0,0,0,4,1,13,27,9,4,3
US6797522B1,2004,0,1,0,0,0,0,0,9,8,10,14,8,3,1
US6792073B2,2004,0,0,0,0,0,0,0,2,4,6,33,2,2,1
US6764720B2,2004,1,0,0,0,0,0,0,10,94,21,49,4,2,3
US6775568B2,2004,0,0,0,0,0,1,0,2,3,1,19,4,4,1
US6760302B1,2004,0,0,0,0,0,0,1,1,10,2,20,3,2,2
US6782288B2,2004,0,0,0,0,0,0,0,6,108,25,14,9,2,3
US6788210B1,2004,0,0,0,0,0,1,0,1,23,53,19,8,3,1
US6790330B2,2004,1,0,0,0,0,0,0,8,48,81,32,2,3,3
US6770789B2,2004,0,1,0,0,0,0,0,3,1,14,15,5,3,1
US6797470B2,2004,0,1,0,0,0,0,0,13,39,80,26,12,4,3
US6774869B2,2004,0,0,0,0,0,0,1,12,36,8,68,7,2,1
US6783939B2,2004,0,1,0,0,0,0,0,16,27,29,25,5,8,3
US6782361B1,2004,0,0,0,0,0,1,0,1,7,2,35,7,2,1
US6773443B2,2004,0,0,0,0,0,0,0,5,12,1,6,12,2,3
US6791992B1,2004,0,0,0,0,0,0,1,2,6,29,14,10,2,3
US6762286B2,2004,0,1,0,0,0,0,0,11,14,36,23,15,1,3
US6784814B1,2004,0,0,0,0,0,0,1,3,14,32,33,12,2,3
US6797412B1,2004,1,0,0,0,0,0,0,10,6,0,1,9,2,1
US6778246B2,2004,0,0,0,0,0,1,0,4,9,9,21,15,3,2
US6767662B2,2004,0,0,0,0,0,0,1,11,47,13,37,4,3,3
US6787771B2,2004,0,0,0,0,0,0,1,2,11,0,40,0,7,3
US6790671B1,2004,1,0,0,0,0,0,0,6,7,0,51,1,3,3
US6796187B2,2004,0,0,0,0,0,1,0,7,19,3,16,6,8,3
US6782036B1,2004,0,0,0,0,0,0,1,2,17,4,29,1,4,2
US6794163B2,2004,0,1,0,0,0,0,0,8,17,54,66,3,4,3
US6765010B2,2004,0,0,0,0,0,0,0,11,2,0,76,1,6,1
US6760356B2,2004,0,0,0,0,0,0,1,2,18,4,80,6,7,2
US6783760B1,2004,0,0,0,0,0,0,0,11,43,65,54,12,3,3
US6773713B2,2004,0,0,0,0,0,0,0,14,13,27,20,3,3,3
US6766184B2,2004,0,0,0,0,0,0,0,10,15,11,25,6,4,3
US6795622B2,2004,0,0,0,0,0,1,0,13,32,18,45,17,4,1
US6780492B2,2004,1,0,0,0,0,0,0,14,3,7,16,0,3,3
US6790444B2,2004,0,0,0,0,0,0,0,20,58,128,14,3,6,1
US6785425B1,2004,0,0,0,0,0,0,1,2,5,15,31,13,3,2
US6791738B2,2004,0,1,0,0,0,0,0,5,3,13,25,0,7,3
US6775671B1,2004,0,0,0,0,0,1,0,2,22,20,21,1,3,2
US6780882B2,2004,0,0,0,0,0,0,0,20,217,189,29,5,1,3
US6767783B2,2004,0,0,0,0,0,0,1,5,4,0,27,13,5,3
US6784982B1,2004,0,0,0,0,0,1,0,3,46,9,86,5,3,3
US6777516B2,2004,0,0,0,0,0,1,0,14,27,12,9,1,3,2
US6784085B2,2004,0,1,0,0,0,0,0,17,79,4,49,13,5,3
US6787338B2,2004,1,0,0,0,0,0,0,10,40,15,39,18,2,1
US6766141B1,2004,0,0,0,0,0,0,1,4,3,0,52,16,4,3
US6794938B2,2004,0,0,0,0,0,0,1,4,35,2,35,9,1,1
US6759237B1,2004,0,1,0,0,0,0,0,11,26,27,9,5,2,3
US6780843B2,2004,0,1,0,0,0,0,0,6,0,10,5,5,4,2
US6790377B1,2004,0,1,0,0,0,0,0,15,14,0,2,4,1,3
US6788460B2,2004,0,0,0,0,0,1,0,3,70,12,67,15,2,2
US6774597B1,2004,1,0,0,0,0,0,0,5,20,32,20,10,1,1
US6764494B2,2004,0,0,0,0,0,0,0,6,17,0,22,10,2,1
US6798511B1,2004,0,0,0,0,0,1,0,2,26,89,44,13,2,3
US6798537B1,2004,0,0,0,0,0,0,1,3,9,5,8,16,3,2
US6783943B2,2004,0,1,0,0,0,0,0,2,4,3,35,14,4,2
US6768120B2,2004,0,0,0,0,0,0,1,3,6,0,14,19,5,1
US6787122B2,2004,1,0,0,0,0,0,0,7,20,19,54,1,1,3
US6770488B1,2004,0,0,0,0,0,1,0,9,28,59,66,2,3,3
US6767542B2,2004,0,1,0,0,0,0,0,5,3,14,4,5,4,3
US6769806B2,2004,0,0,0,0,0,0,0,6,7,0,69,3,1,2
US6758983B2,2004,1,0,0,0,0,0,0,6,12,25,23,3,4,3
US6774391B1,2004,0,0,0,0,0,1,0,7,16,21,10,2,1,1
US6778724B2,2004,0,0,0,0,0,0,1,2,164,119,41,0,3,3
US6781176B2,2004,0,0,0,0,0,0,1,6,8,11,31,18,1,1
US6782289B1,2004,0,0,0,0,0,0,0,5,37,9,37,1,1,2
US6768827B2,2004,1,0,0,0,0,0,0,18,15,7,22,6,1,1
US6793831B1,2004,1,0,0,0,0,0,0,6,9,21,60,10,3,2
US6767704B2,2004,0,0,0,0,0,0,0,15,64,190,30,4,3,3
US6759491B2,2004,0,1,0,0,0,0,0,1,40,31,43,0,3,3
US6793659B2,2004,0,0,0,0,0,0,0,9,28,3,124,14,1,3
US6771732B2,2004,0,0,0,0,0,1,0,3,8,19,44,13,4,3
US6765527B2,2004,0,0,0,0,0,1,0,5,9,1,14,3,5,0
US6791410B2,2004,0,0,0,0,0,0,1,1,2,2,5,11,3,1
US6784154B2,2004,0,0,0,0,0,0,0,2,1,84,21,5,1,3
US6766230B1,2004,0,0,0,0,0,1,0,12,11,0,25,0,5,3
US6794128B2,2004,0,1,0,0,0,0,0,14,4,30,42,3,3,2
US6787104B1,2004,1,0,0,0,0,0,0,8,10,5,11,1,2,1
US6793079B2,2004,0,0,1,0,0,0,0,6,26,1,45,24,3,1
US6773916B1,2004,0,1,0,0,0,0,0,6,7,92,64,6,4,3
US6790043B2,2004,0,0,0,0,0,1,0,1,24,43,16,11,1,3
US6764796B2,2004,0,0,0,0,0,1,0,2,37,174,33,12,1,1
US6760617B2,2004,0,0,0,0,0,0,0,3,1,16,32,4,2,3
US6758828B2,2004,0,0,0,0,0,0,0,4,57,0,18,11,2,3
US6787010B2,2004,0,1,0,0,0,0,0,8,74,4,57,14,2,3
US6793875B1,2004,1,0,0,0,0,0,0,9,31,29,27,10,3,2
US6797251B1,2004,0,1,0,0,0,0,0,5,17,14,32,16,2,3
US6797158B2,2004,1,0,0,0,0,0,0,3,24,5,3,20,3,0
US6772004B2,2004,0,0,0,0,0,0,0,11,38,30,17,4,1,3
US6773886B2,2004,0,1,0,0,0,0,0,6,35,124,15,9,5,0
US6788061B1,2004,0,0,0,0,0,1,0,2,6,5,18,9,4,3
US6780844B1,2004,0,1,0,0,0,0,0,6,5,10,27,17,1,3
US6770325B2,2004,0,1,0,0,0,0,0,20,17,9,15,15,2,1
US6763832B1,2004,0,0,0,0,0,0,0,6,34,0,35,11,3,1
US6785701B2,2004,0,0,0,0,0,1,0,3,4,3,8,17,2,0
US6764448B2,2004,0,0,0,0,0,1,0,4,8,11,35,8,4,3
US6790919B2,2004,0,1,0,0,0,0,0,1,35,31,37,0,2,1
US6762022B2,2004,0,1,0,0,0,0,0,2,42,28,45,19,2,3
US6759025B2,2004,1,0,0,0,0,0,0,8,7,2,11,3,5,2
US6780149B1,2004,0,0,0,0,0,0,0,4,23,0,47,6,1,3
US6795947B1,2004,0,0,0,0,0,0,1,15,12,18,23,0,2,3
US6795195B1,2004,0,0,0,0,0,1,0,1,15,0,51,5,2,1
US6775401B2,2004,0,0,0,0,0,1,0,5,2,18,20,4,2,3
US6767384B1,2004,1,0,0,0,0,0,0,12,17,3,20,2,3,2
US6759126B1,2004,1,0,0,0,0,0,0,19,17,67,11,1,2,3
US6796877B1,2004,1,0,0,0,0,0,0,24,7,0,29,16,2,3
US6759057B1,2004,0,0,0,0,0,0,0,5,21,54,16,2,2,3
US6787313B2,2004,0,0,0,0,0,1,0,31,15,26,24,9,2,3
US6790785B1,2004,0,0,0,0,0,0,1,1,19,4,21,4,3,3
US6771733B2,2004,0,0,0,0,0,0,0,7,25,0,18,11,1,3
US6794052B2,2004,0,1,0,0,0,0,0,112,32,57,13,2,5,2
US6795777B1,2004,0,0,0,0,0,1,0,3,5,0,20,0,7,2
US6777441B2,2004,0,1,0,0,0,0,0,7,2,9,42,15,4,3
US6791735B2,2004,0,0,0,0,0,1,0,1,4,0,27,12,1,1
US6767904B2,2004,0,1,0,0,0,0,0,1,21,28,16,18,2,3
US6790939B2,2004,0,1,0,0,0,0,0,31,6,152,10,2,4,3
US6789237B1,2004,0,0,0,0,0,1,0,1,9,13,12,5,1,1
US6773823B2,2004,1,0,0,0,0,0,0,12,11,0,30,0,3,1
US6773908B1,2004,0,0,0,0,0,0,0,13,38,135,27,1,2,2
US6794965B2,2004,0,0,0,0,0,0,1,5,29,18,9,8,3,3
US6792335B2,2004,1,0,0,0,0,0,0,1,14,15,5,13,5,3
US6773520B1,2004,0,0,0,0,0,0,0,8,27,9,6,2,4,2
US6776764B2,2004,0,0,0,0,0,0,0,6,12,0,26,2,1,3
US6787683B1,2004,0,1,0,0,0,0,0,2,14,44,3,5,4,2
US6774135B2,2004,0,0,0,0,0,0,0,5,44,23,39,5,2,3
US6786954B1,2004,0,1,0,0,0,0,0,6,13,0,34,3,2,2
US6772062B2,2004,0,0,0,0,0,1,0,3,61,38,88,10,4,1
US6770740B1,2004,0,1,0,0,0,0,0,3,52,41,35,0,7,2
US6786708B2,2004,0,0,0,0,1,0,0,10,5,13,23,7,2,3
US6765351B2,2004,0,0,0,0,0,0,1,4,23,1,20,3,2,3
US6780042B1,2004,0,0,0,0,0,0,1,6,18,0,32,23,2,2
US6781696B1,2004,0,0,0,0,0,1,0,1,11,10,10,10,2,1
US6776760B2,2004,0,0,0,0,0,0,0,8,29,3,8,5,1,3
US6762835B2,2004,0,0,0,0,0,1,0,2,10,17,45,9,4,0
US6797325B2,2004,0,1,0,0,0,0,0,5,3,9,13,16,2,1
US6788417B1,2004,0,0,0,0,0,1,0,3,7,2,27,1,2,3
US6793629B2,2004,0,0,0,0,0,0,0,14,21,2,11,12,3,2
US6778697B1,2004,0,0,0,0,0,1,0,3,18,8,41,1,4,3
US6774217B1,2004,0,1,0,0,0,0,0,4,1,117,4,19,2,2
US6771070B2,2004,0,0,0,0,0,1,0,3,29,3,62,12,1,3
US6797942B2,2004,0,0,0,0,0,1,0,4,2,1,20,6,2,2
US6792685B1,2004,0,0,0,0,0,1,0,1,21,0,20,21,2,0
US6794315B1,2004,0,0,0,0,0,0,1,6,9,0,38,1,4,2
US6791215B2,2004,0,0,0,0,1,0,0,6,7,0,20,21,1,3
US6793890B2,2004,0,0,0,0,0,0,1,14,70,42,33,8,4,3
US6762645B1,2004,0,0,0,0,0,0,1,3,10,3,27,8,1,3
US6788796B1,2004,0,0,0,0,0,0,1,2,3,5,24,12,5,3
US6781134B1,2004,0,0,0,0,0,1,0,2,18,4,45,4,3,1
US6784898B2,2004,0,0,0,0,0,1,0,2,8,0,24,5,2,0
US6766041B2,2004,0,0,0,0,0,0,0,6,11,2,25,2,6,3
US6774639B1,2004,0,0,0,0,0,0,1,3,8,0,28,10,1,2
US6759446B2,2004,0,1,0,0,0,0,0,7,5,25,14,0,5,3
US6790443B2,2004,0,1,0,0,0,0,0,4,12,23,11,1,2,1
US6779913B2,2004,1,0,0,0,0,0,0,1,18,0,1,15,3,0
US6770394B2,2004,0,0,0,0,0,0,1,16,49,43,14,9,2,1
US6784707B2,2004,0,0,0,0,0,0,1,6,11,11,23,17,2,1
US6797474B2,2004,0,1,0,0,0,0,0,7,52,102,8,15,1,2
US6770323B2,2004,1,0,0,0,0,0,0,4,8,75,82,1,2,2
US6781035B1,2004,0,1,0,0,0,0,0,3,2,23,26,4,7,2
US6781132B2,2004,0,0,0,0,0,1,0,4,26,0,45,15,1,2
US6770287B1,2004,0,0,0,0,0,0,0,4,8,0,21,15,3,0
US6787357B2,2004,0,0,0,0,0,0,0,14,31,108,15,6,6,2
US6790896B2,2004,0,1,0,0,0,0,0,5,32,4,73,8,1,1
US6785432B2,2004,0,0,0,0,0,1,0,5,10,4,10,0,3,1
US6771730B1,2004,0,0,0,0,0,1,0,1,19,64,21,3,4,3
US6770726B1,2004,0,0,0,0,0,0,1,11,10,7,19,12,2,2
US6759216B1,2004,0,1,0,0,0,0,0,3,3,15,1,7,1,0
US6759873B2,2004,0,0,0,0,0,0,1,1,11,14,25,19,2,3
US6770258B2,2004,1,0,0,0,0,0,0,13,7,23,6,7,3,1
US6758146B2,2004,1,0,0,0,0,0,0,3,3,0,28,21,1,3
US6767719B1,2004,0,1,0,0,0,0,0,13,6,27,21,2,4,1
US6766185B2,2004,0,0,0,0,0,1,0,4,5,0,34,13,1,0
US6797471B2,2004,0,1,0,0,0,0,0,2,2,84,21,1,2,3
US6787132B1,2004,0,0,0,0,0,0,0,5,13,19,20,8,3,1
US6776157B2,2004,0,0,0,0,0,0,0,9,37,2,28,19,2,0
US6779101B1,2004,0,0,0,0,0,1,0,4,8,13,11,7,3,3
US6783964B2,2004,0,1,0,0,0,0,0,2,251,19,12,10,1,3
US6761883B2,2004,0,1,0,0,0,0,0,10,5,24,6,2,5,3
US6758217B1,2004,0,0,0,0,0,0,0,5,17,0,8,7,1,3
US6790979B2,2004,0,1,0,0,0,0,0,7,2,14,33,11,7,3
US6767732B2,2004,0,0,0,0,0,1,0,4,5,3,63,6,5,1
US6780624B2,2004,0,1,0,0,0,0,0,4,4,29,15,4,1,2
US6780890B2,2004,0,1,0,0,0,0,0,10,32,114,8,2,6,1
US6775872B1,2004,0,0,0,0,1,0,0,3,15,0,27,17,2,3
US6797267B2,2004,0,0,0,0,0,0,0,5,11,135,26,0,1,3
US6771071B1,2004,0,0,0,0,0,1,0,1,3,14,31,18,3,1
US6790840B1,2004,0,1,0,0,0,0,0,4,4,1,14,8,2,1
US6782342B2,2004,0,0,0,0,0,1,0,12,6,1,36,3,7,1
US6769280B2,2004,1,0,0,0,0,0,0,2,7,3,21,13,3,3
US6764826B2,2004,0,0,0,0,0,1,0,9,17,34,6,0,3,1
US6776837B2,2004,0,1,0,0,0,0,0,11,2,0,21,18,2,3
US6772367B1,2004,0,0,0,0,0,1,0,4,11,0,14,8,2,2
US6770744B2,2004,0,1,0,0,0,0,0,3,5,21,43,15,1,1
US6777180B1,2004,0,1,0,0,0,0,0,1,1,43,9,14,2,0
US6793675B2,2004,0,0,0,0,0,0,0,10,33,32,10,6,3,3
US6773921B1,2004,0,0,0,0,0,1,0,5,0,23,32,0,3,2
US6767541B2,2004,0,1,0,0,0,0,0,6,3,59,19,0,3,3
US6789426B2,2004,0,0,0,0,0,1,0,6,8,1,4,7,4,2
US6767737B1,2004,0,1,0,0,0,0,0,5,4,7,23,0,2,2
US6764829B2,2004,0,1,0,0,0,0,0,3,6,9,6,6,4,1
US6777036B2,2004,0,1,0,0,0,0,0,2,31,30,42,5,2,1
US6780599B2,2004,0,1,0,0,0,0,0,6,8,24,5,6,3,0
US6778779B1,2004,0,0,0,0,0,0,1,1,15,12,16,9,4,1
US6777992B2,2004,0,0,0,0,0,0,1,1,19,5,24,21,2,3
US6778853B1,2004,0,0,0,0,0,0,0,5,13,6,14,5,3,2
US6761809B2,2004,1,0,0,0,0,0,0,3,2,0,7,8,2,3
US6777982B2,2004,0,0,0,0,0,0,1,5,13,36,58,2,2,1
US6770472B2,2004,0,1,0,0,0,0,0,1,5,7,18,3,3,0
US6784159B2,2004,0,1,0,0,0,0,0,1,4,10,8,13,4,1
US6796533B2,2004,1,0,0,0,0,0,0,6,13,4,17,15,3,2
US6762481B2,2004,0,0,0,0,0,0,1,9,10,7,30,0,4,3
US6790870B1,2004,0,1,0,0,0,0,0,6,59,32,60,11,7,0
US6780177B2,2004,0,0,0,0,0,0,0,3,37,1,35,11,3,3
US6764583B2,2004,0,0,0,0,0,1,0,9,14,4,11,2,1,2
US6780975B2,2004,0,1,0,0,0,0,0,3,16,34,9,5,5,3
US6759659B2,2004,0,0,0,0,0,1,0,17,25,8,15,10,6,3
US6762167B1,2004,0,1,0,0,0,0,0,6,20,46,32,10,2,3
US6776523B2,2004,0,0,0,0,0,1,0,7,16,5,9,13,3,3
US6762050B2,2004,0,0,0,0,0,1,0,7,12,7,6,4,3,3
US6798795B2,2004,1,0,0,0,0,0,0,8,5,9,55,9,1,2
US6767895B2,2004,0,1,0,0,0,0,0,1,1,2,7,15,8,0
US6778269B2,2004,0,0,0,0,0,1,0,4,5,7,29,7,2,3
US6761811B2,2004,1,0,0,0,0,0,0,1,6,2,6,2,2,2
US6766062B1,2004,0,0,0,0,0,1,0,5,7,1,21,1,2,2
US6783933B1,2004,0,1,0,0,0,0,0,3,7,21,12,10,1,1
US6786302B2,2004,0,0,0,1,0,0,0,8,25,0,9,19,2,1
US6786866B2,2004,0,0,0,0,0,0,0,4,13,0,20,8,4,3
US6798120B1,2004,0,0,0,0,0,0,1,1,11,22,26,4,2,3
US6765092B2,2004,0,1,0,0,0,0,0,12,18,41,22,1,5,3
US6797172B2,2004,1,0,0,0,0,0,0,12,12,0,17,15,4,3
US6759040B1,2004,0,0,0,0,0,0,0,12,6,0,35,3,4,3
US6797480B1,2004,0,0,0,0,0,1,0,2,12,56,60,4,1,2
US6770340B2,2004,1,0,0,0,0,0,0,7,17,74,39,7,2,3
US6780984B2,2004,0,0,0,0,0,1,0,8,4,17,10,10,2,1
US6787355B1,2004,0,1,0,0,0,0,0,11,15,34,8,2,3,1
US6790271B2,2004,0,1,0,0,0,0,0,4,8,0,13,12,3,3
US6781477B1,2004,0,0,0,0,0,0,1,1,2,15,22,22,1,3
US6784016B2,2004,0,0,0,0,0,0,1,6,6,31,30,2,3,3
US6784672B2,2004,0,0,0,0,0,1,0,2,17,31,84,6,3,1
US6796926B2,2004,0,0,0,0,0,0,0,12,5,0,23,1,3,0
US6784340B1,2004,0,1,0,0,0,0,0,6,7,82,15,0,3,2
US6784671B2,2004,0,0,0,0,0,1,0,2,17,12,15,10,2,1
US6790341B1,2004,0,0,0,0,0,1,0,3,23,11,36,9,3,3
US6767926B1,2004,0,0,0,0,0,0,0,5,10,23,21,9,3,3
US6790869B2,2004,0,0,0,0,0,0,0,3,9,6,1,0,7,1
US6787336B1,2004,0,0,0,0,0,0,0,11,13,79,50,2,2,3
US6769286B2,2004,0,0,0,0,0,1,0,1,9,0,10,3,5,3
US6762134B2,2004,0,0,0,0,0,0,1,5,19,4,23,2,4,3
US6770039B2,2004,0,0,0,0,0,0,0,6,10,0,12,15,4,2
US6783709B2,2004,0,1,0,0,0,0,0,3,11,33,48,3,5,3
US6797691B1,2004,0,1,0,0,0,0,0,5,8,46,2,4,6,1
US6793849B1,2004,1,0,0,0,0,0,0,6,5,1,28,7,4,3
US6773897B2,2004,0,1,0,0,0,0,0,7,2,0,39,14,3,3
US6798809B1,2004,0,0,0,0,0,0,1,7,17,2,55,8,3,3
US6773674B2,2004,0,0,0,0,0,1,0,3,30,12,9,3,6,0
US6777234B1,2004,0,1,0,0,0,0,0,3,7,6,23,1,5,1
US6759241B1,2004,0,1,0,0,0,0,0,4,13,188,55,4,3,2
US6790030B2,2004,0,0,0,0,1,0,0,8,11,6,10,18,2,2
US6760479B1,2004,0,0,0,0,0,0,1,8,4,8,18,12,1,3
US6788056B2,2004,0,0,0,0,0,1,0,2,44,17,66,23,3,3
US6762207B1,2004,0,1,0,0,0,0,0,3,12,33,29,5,2,3
US6777444B2,2004,0,0,0,0,0,0,0,7,14,10,43,7,3,3
US6766188B2,2004,0,0,0,0,0,0,0,3,10,3,24,13,1,3
US6764591B1,2004,0,0,0,0,0,1,0,2,8,37,21,8,2,3
US6789043B1,2004,0,0,0,0,0,1,0,2,22,0,6,6,2,0
US6767158B1,2004,0,0,0,1,0,0,0,2,9,2,33,19,3,3
US6768356B1,2004,0,0,0,0,0,0,1,4,19,13,25,1,2,2
US6787776B2,2004,0,0,0,0,0,1,0,1,8,15,55,9,3,2
US6780970B2,2004,0,1,0,0,0,0,0,4,0,2,13,12,1,3
US6780818B2,2004,0,0,0,0,0,1,0,5,3,0,14,5,3,2
US6786105B1,2004,0,0,0,0,0,1,0,6,12,1,25,10,1,3
US6759574B1,2004,0,1,0,0,0,0,0,5,15,35,23,5,4,1
US6759573B2,2004,0,1,0,0,0,0,0,2,13,43,17,12,2,3
US6795109B2,2004,0,0,0,0,0,1,0,6,23,5,16,7,3,3
US6775323B1,2004,0,0,0,0,0,0,1,3,14,1,8,10,2,1
US6797738B2,2004,0,1,0,0,0,0,0,12,12,0,35,2,3,3
US6780625B2,2004,0,1,0,0,0,0,0,6,3,90,13,5,1,3
US6767896B1,2004,0,1,0,0,0,0,0,3,2,16,24,19,6,2
US6768435B2,2004,0,0,0,0,0,0,1,4,7,0,4,14,1,1
US6782405B1,2004,0,0,0,0,0,1,0,4,3,0,12,13,2,2
US6757975B1,2004,1,0,0,0,0,0,0,7,65,2,15,17,4,1
US6763339B2,2004,0,0,0,0,0,1,0,4,11,0,20,1,2,2
US6791329B2,2004,0,0,0,0,0,1,0,2,19,3,7,6,1,1
US6781032B1,2004,0,1,0,0,0,0,0,2,1,28,9,0,3,1
US6783561B2,2004,0,1,0,0,0,0,0,17,28,0,35,4,1,3
US6780786B2,2004,1,0,0,0,0,0,0,11,18,27,14,4,1,3
US6764809B2,2004,0,0,0,0,0,1,0,14,31,12,67,2,4,1
US6770478B2,2004,0,0,0,0,0,0,0,7,47,58,15,12,6,2
US6788020B1,2004,0,0,0,0,0,0,1,4,14,8,17,14,2,2
US6783575B2,2004,1,0,0,0,0,0,0,3,13,0,10,22,3,1
US6792208B1,2004,0,0,0,0,0,0,1,4,5,2,20,7,2,2
US6783956B2,2004,0,1,0,0,0,0,0,4,29,77,67,19,5,2
US6780806B1,2004,1,0,0,0,0,0,0,7,34,14,17,9,2,1
US6797140B2,2004,1,0,0,0,0,0,0,5,10,0,31,17,4,3
US6759502B1,2004,0,1,0,0,0,0,0,1,0,7,23,0,8,2
US6793669B2,2004,0,0,0,0,0,0,0,6,6,0,9,7,3,1
US6759822B2,2004,0,0,0,0,0,0,1,3,52,0,30,22,1,2
US6759239B2,2004,0,0,0,0,0,1,0,6,0,33,2,0,4,2
US6782295B2,2004,0,0,0,0,0,1,0,9,10,15,17,1,5,3
US6794864B2,2004,0,0,0,0,0,1,0,1,11,1,11,8,4,2
US6784164B2,2004,0,0,0,0,0,1,0,11,9,35,19,10,4,3
US6767728B2,2004,0,0,1,0,0,0,0,4,20,15,14,9,4,2
US6796798B1,2004,0,0,0,0,0,1,0,3,17,2,18,1,1,3
US6770461B1,2004,0,1,0,0,0,0,0,7,7,25,24,6,4,2
US6764681B2,2004,0,0,0,0,0,1,0,16,15,385,57,6,2,2
US6764983B1,2004,0,1,0,0,0,0,0,9,12,3,43,5,2,1
US6793624B2,2004,0,0,0,0,0,1,0,2,12,8,13,20,1,3
US6760549B2,2004,0,0,0,0,0,0,1,4,7,3,22,3,3,3
US6774240B2,2004,1,0,0,0,0,0,0,6,2,2,14,5,3,3
US6760140B1,2004,0,0,0,0,0,1,0,4,16,0,20,10,4,3
US6762071B2,2004,0,0,0,0,0,0,1,6,12,20,12,13,2,3
US6787018B1,2004,1,0,0,0,0,0,0,7,5,5,6,0,3,2
US6783539B1,2004,0,0,0,0,0,0,0,1,2,12,5,12,3,0
US6794327B2,2004,0,1,0,0,0,0,0,1,12,39,14,10,4,2
US6779311B2,2004,0,0,0,0,0,0,0,4,54,4,10,17,1,2
US6796171B2,2004,0,0,0,0,0,1,0,3,12,4,27,7,2,1
US6787958B1,2004,0,0,0,0,0,0,1,3,12,1,10,18,1,2
US6788414B1,2004,0,0,0,0,0,1,0,10,6,0,49,7,2,3
US6784955B2,2004,0,0,0,0,0,1,0,2,10,0,4,10,2,3
US6764772B2,2004,1,0,0,0,0,0,0,10,7,4,19,16,2,2
US6759035B2,2004,0,1,0,0,0,0,0,6,10,133,5,1,1,3
US6799121B2,2004,0,0,0,0,0,1,0,3,0,55,15,0,3,0
US6762543B1,2004,0,0,0,0,0,0,1,13,32,5,7,17,4,2
US6773692B2,2004,0,0,0,0,1,0,0,7,3,4,21,2,2,2
US6768009B1,2004,0,1,0,0,0,0,0,22,18,8,9,13,2,0
US6769321B1,2004,0,0,0,0,1,0,0,1,16,0,42,17,2,3
US6763050B2,2004,0,0,0,0,0,0,1,7,10,2,32,16,4,2
US6784664B2,2004,0,0,0,0,0,1,0,3,4,1,10,2,2,3
US6790672B2,2004,0,0,0,0,0,1,0,13,11,0,77,2,5,2
US6781750B2,2004,0,0,0,0,0,0,1,7,36,45,4,7,3,3
US6784401B2,2004,1,0,0,0,0,0,0,5,12,0,10,22,2,2
US6777237B2,2004,0,1,0,0,0,0,0,4,12,22,43,5,4,3
US6797257B2,2004,1,0,0,0,0,0,0,5,13,62,18,6,2,2
US6782207B1,2004,0,0,0,0,0,1,0,2,4,0,11,13,1,2
US6795178B1,2004,0,0,0,0,0,1,0,1,10,0,26,12,3,3
US6794137B2,2004,0,0,0,0,0,1,0,9,7,55,92,0,1,1
US6784999B1,2004,0,0,0,0,0,1,0,1,6,3,37,5,3,0
US6791012B1,2004,0,1,0,0,0,0,0,3,4,28,13,8,4,1
US6759808B2,2004,0,0,0,0,0,0,1,2,9,11,25,17,3,3
US6773765B1,2004,0,0,0,0,0,0,1,3,5,0,12,3,3,1
US6790624B2,2004,0,1,0,0,0,0,0,9,3,26,2,1,1,1
US6790317B2,2004,0,1,0,0,0,0,0,6,3,5,21,5,2,2
US6759243B2,2004,0,1,0,0,0,0,0,7,102,216,23,7,3,3
US6787353B1,2004,0,1,0,0,0,0,0,6,6,36,7,0,3,3
US6759128B1,2004,0,1,0,0,0,0,0,19,8,0,20,7,2,1
US6797695B1,2004,0,1,0,0,0,0,0,3,9,72,4,15,2,1
US6780409B2,2004,0,1,0,0,0,0,0,4,4,25,14,1,2,2
